source,target,verb,sentence,sentiment,source_file
United States,United States,meet,"Description
Keywords: National Security Agency, NSA, Top Secret, ORCON, NOFORN,
COMINT, SIGINT, intelligence, intercept, espionage, United States,
USA, France, Afghanistan, Nicolas Sarkozy, Barack Obama, Pernod
Ricard, European Aeronautic Defence and Space Corporation, EADS,
bilateral intelligence cooperation, Middle East Peace Process, Iran,
Pakistan, Yemen, Somalia, the Sahel, Russia, China, Turkey, climate
change
Restraint: TOP SECRET//SIGINT/NOFORN
Title: Global SIGINT Highlights (Executive Version): Sensitive Issues on the
Agenda When French, U.S. Presidents Meet Next Week in Washington
Date: March 24, 2010
Organization: National Security Agency (NSA)
Author: Summary Services Office
Link: https://wikileaks.org/nsa-france/
Pages: 1

Sensitive Issues on the Agenda When French, U.S. Presidents Meet Next 
Week in Washington (TS//SI//NF)
(TS//SI//NF) French President Sarkozy intends to raise a number of 
sensitive topics with the U.S. President when the two leaders meet in 
Washington on 31 March, according to an exchange last week between 
the French ambassador in Washington Pierre Vimont, and Sarkozy's 
diplomatic advisor, Jean­David Levitte. ",positive,89.pdf.txt
United States,Washington,meet,"Description
Keywords: National Security Agency, NSA, Top Secret, ORCON, NOFORN,
COMINT, SIGINT, intelligence, intercept, espionage, United States,
USA, France, Afghanistan, Nicolas Sarkozy, Barack Obama, Pernod
Ricard, European Aeronautic Defence and Space Corporation, EADS,
bilateral intelligence cooperation, Middle East Peace Process, Iran,
Pakistan, Yemen, Somalia, the Sahel, Russia, China, Turkey, climate
change
Restraint: TOP SECRET//SIGINT/NOFORN
Title: Global SIGINT Highlights (Executive Version): Sensitive Issues on the
Agenda When French, U.S. Presidents Meet Next Week in Washington
Date: March 24, 2010
Organization: National Security Agency (NSA)
Author: Summary Services Office
Link: https://wikileaks.org/nsa-france/
Pages: 1

Sensitive Issues on the Agenda When French, U.S. Presidents Meet Next 
Week in Washington (TS//SI//NF)
(TS//SI//NF) French President Sarkozy intends to raise a number of 
sensitive topics with the U.S. President when the two leaders meet in 
Washington on 31 March, according to an exchange last week between 
the French ambassador in Washington Pierre Vimont, and Sarkozy's 
diplomatic advisor, Jean­David Levitte. ",positive,89.pdf.txt
United States,Washington,meet,"Description
Keywords: National Security Agency, NSA, Top Secret, ORCON, NOFORN,
COMINT, SIGINT, intelligence, intercept, espionage, United States,
USA, France, Afghanistan, Nicolas Sarkozy, Barack Obama, Pernod
Ricard, European Aeronautic Defence and Space Corporation, EADS,
bilateral intelligence cooperation, Middle East Peace Process, Iran,
Pakistan, Yemen, Somalia, the Sahel, Russia, China, Turkey, climate
change
Restraint: TOP SECRET//SIGINT/NOFORN
Title: Global SIGINT Highlights (Executive Version): Sensitive Issues on the
Agenda When French, U.S. Presidents Meet Next Week in Washington
Date: March 24, 2010
Organization: National Security Agency (NSA)
Author: Summary Services Office
Link: https://wikileaks.org/nsa-france/
Pages: 1

Sensitive Issues on the Agenda When French, U.S. Presidents Meet Next 
Week in Washington (TS//SI//NF)
(TS//SI//NF) French President Sarkozy intends to raise a number of 
sensitive topics with the U.S. President when the two leaders meet in 
Washington on 31 March, according to an exchange last week between 
the French ambassador in Washington Pierre Vimont, and Sarkozy's 
diplomatic advisor, Jean­David Levitte. ",positive,89.pdf.txt
Washington,United States,meet,"Description
Keywords: National Security Agency, NSA, Top Secret, ORCON, NOFORN,
COMINT, SIGINT, intelligence, intercept, espionage, United States,
USA, France, Afghanistan, Nicolas Sarkozy, Barack Obama, Pernod
Ricard, European Aeronautic Defence and Space Corporation, EADS,
bilateral intelligence cooperation, Middle East Peace Process, Iran,
Pakistan, Yemen, Somalia, the Sahel, Russia, China, Turkey, climate
change
Restraint: TOP SECRET//SIGINT/NOFORN
Title: Global SIGINT Highlights (Executive Version): Sensitive Issues on the
Agenda When French, U.S. Presidents Meet Next Week in Washington
Date: March 24, 2010
Organization: National Security Agency (NSA)
Author: Summary Services Office
Link: https://wikileaks.org/nsa-france/
Pages: 1

Sensitive Issues on the Agenda When French, U.S. Presidents Meet Next 
Week in Washington (TS//SI//NF)
(TS//SI//NF) French President Sarkozy intends to raise a number of 
sensitive topics with the U.S. President when the two leaders meet in 
Washington on 31 March, according to an exchange last week between 
the French ambassador in Washington Pierre Vimont, and Sarkozy's 
diplomatic advisor, Jean­David Levitte. ",positive,89.pdf.txt
Washington,Washington,meet,"Description
Keywords: National Security Agency, NSA, Top Secret, ORCON, NOFORN,
COMINT, SIGINT, intelligence, intercept, espionage, United States,
USA, France, Afghanistan, Nicolas Sarkozy, Barack Obama, Pernod
Ricard, European Aeronautic Defence and Space Corporation, EADS,
bilateral intelligence cooperation, Middle East Peace Process, Iran,
Pakistan, Yemen, Somalia, the Sahel, Russia, China, Turkey, climate
change
Restraint: TOP SECRET//SIGINT/NOFORN
Title: Global SIGINT Highlights (Executive Version): Sensitive Issues on the
Agenda When French, U.S. Presidents Meet Next Week in Washington
Date: March 24, 2010
Organization: National Security Agency (NSA)
Author: Summary Services Office
Link: https://wikileaks.org/nsa-france/
Pages: 1

Sensitive Issues on the Agenda When French, U.S. Presidents Meet Next 
Week in Washington (TS//SI//NF)
(TS//SI//NF) French President Sarkozy intends to raise a number of 
sensitive topics with the U.S. President when the two leaders meet in 
Washington on 31 March, according to an exchange last week between 
the French ambassador in Washington Pierre Vimont, and Sarkozy's 
diplomatic advisor, Jean­David Levitte. ",positive,89.pdf.txt
Washington,Washington,meet,"Description
Keywords: National Security Agency, NSA, Top Secret, ORCON, NOFORN,
COMINT, SIGINT, intelligence, intercept, espionage, United States,
USA, France, Afghanistan, Nicolas Sarkozy, Barack Obama, Pernod
Ricard, European Aeronautic Defence and Space Corporation, EADS,
bilateral intelligence cooperation, Middle East Peace Process, Iran,
Pakistan, Yemen, Somalia, the Sahel, Russia, China, Turkey, climate
change
Restraint: TOP SECRET//SIGINT/NOFORN
Title: Global SIGINT Highlights (Executive Version): Sensitive Issues on the
Agenda When French, U.S. Presidents Meet Next Week in Washington
Date: March 24, 2010
Organization: National Security Agency (NSA)
Author: Summary Services Office
Link: https://wikileaks.org/nsa-france/
Pages: 1

Sensitive Issues on the Agenda When French, U.S. Presidents Meet Next 
Week in Washington (TS//SI//NF)
(TS//SI//NF) French President Sarkozy intends to raise a number of 
sensitive topics with the U.S. President when the two leaders meet in 
Washington on 31 March, according to an exchange last week between 
the French ambassador in Washington Pierre Vimont, and Sarkozy's 
diplomatic advisor, Jean­David Levitte. ",positive,89.pdf.txt
United States,Washington,meet,"Description
Keywords: National Security Agency, NSA, Top Secret, ORCON, NOFORN,
COMINT, SIGINT, intelligence, intercept, espionage, United States,
USA, France, Afghanistan, Nicolas Sarkozy, Barack Obama, Pernod
Ricard, European Aeronautic Defence and Space Corporation, EADS,
bilateral intelligence cooperation, Middle East Peace Process, Iran,
Pakistan, Yemen, Somalia, the Sahel, Russia, China, Turkey, climate
change
Restraint: TOP SECRET//SIGINT/NOFORN
Title: Global SIGINT Highlights (Executive Version): Sensitive Issues on the
Agenda When French, U.S. Presidents Meet Next Week in Washington
Date: March 24, 2010
Organization: National Security Agency (NSA)
Author: Summary Services Office
Link: https://wikileaks.org/nsa-france/
Pages: 1

Sensitive Issues on the Agenda When French, U.S. Presidents Meet Next 
Week in Washington (TS//SI//NF)
(TS//SI//NF) French President Sarkozy intends to raise a number of 
sensitive topics with the U.S. President when the two leaders meet in 
Washington on 31 March, according to an exchange last week between 
the French ambassador in Washington Pierre Vimont, and Sarkozy's 
diplomatic advisor, Jean­David Levitte. ",positive,89.pdf.txt
United States,Washington,meet,"Description
Keywords: National Security Agency, NSA, Top Secret, ORCON, NOFORN,
COMINT, SIGINT, intelligence, intercept, espionage, United States,
USA, France, Afghanistan, Nicolas Sarkozy, Barack Obama, Pernod
Ricard, European Aeronautic Defence and Space Corporation, EADS,
bilateral intelligence cooperation, Middle East Peace Process, Iran,
Pakistan, Yemen, Somalia, the Sahel, Russia, China, Turkey, climate
change
Restraint: TOP SECRET//SIGINT/NOFORN
Title: Global SIGINT Highlights (Executive Version): Sensitive Issues on the
Agenda When French, U.S. Presidents Meet Next Week in Washington
Date: March 24, 2010
Organization: National Security Agency (NSA)
Author: Summary Services Office
Link: https://wikileaks.org/nsa-france/
Pages: 1

Sensitive Issues on the Agenda When French, U.S. Presidents Meet Next 
Week in Washington (TS//SI//NF)
(TS//SI//NF) French President Sarkozy intends to raise a number of 
sensitive topics with the U.S. President when the two leaders meet in 
Washington on 31 March, according to an exchange last week between 
the French ambassador in Washington Pierre Vimont, and Sarkozy's 
diplomatic advisor, Jean­David Levitte. ",positive,89.pdf.txt
Washington,Washington,meet,"Description
Keywords: National Security Agency, NSA, Top Secret, ORCON, NOFORN,
COMINT, SIGINT, intelligence, intercept, espionage, United States,
USA, France, Afghanistan, Nicolas Sarkozy, Barack Obama, Pernod
Ricard, European Aeronautic Defence and Space Corporation, EADS,
bilateral intelligence cooperation, Middle East Peace Process, Iran,
Pakistan, Yemen, Somalia, the Sahel, Russia, China, Turkey, climate
change
Restraint: TOP SECRET//SIGINT/NOFORN
Title: Global SIGINT Highlights (Executive Version): Sensitive Issues on the
Agenda When French, U.S. Presidents Meet Next Week in Washington
Date: March 24, 2010
Organization: National Security Agency (NSA)
Author: Summary Services Office
Link: https://wikileaks.org/nsa-france/
Pages: 1

Sensitive Issues on the Agenda When French, U.S. Presidents Meet Next 
Week in Washington (TS//SI//NF)
(TS//SI//NF) French President Sarkozy intends to raise a number of 
sensitive topics with the U.S. President when the two leaders meet in 
Washington on 31 March, according to an exchange last week between 
the French ambassador in Washington Pierre Vimont, and Sarkozy's 
diplomatic advisor, Jean­David Levitte. ",positive,89.pdf.txt
United States,France,understand,"As 
Vimont and Levitte understand it, the main sticking point is the U.S. 
desire to continue spying on France. ",positive,89.pdf.txt
Afghanistan,United States,note,"On the topic of Afghanistan, 
Levitte noted that Sarkozy is ready to authorize more military 
trainers but wants clarification on how many are needed, given the 
conflicting figures from U.S. sources. ",negative,89.pdf.txt
United States,United States,intend,"While Sarkozy 
intends to broach the issue with the U.S. President, Levitte will 
talk to the U.S. President's Economic Adviser and Deputy National 
Security Adviser. ",positive,89.pdf.txt
Islamic Republic of Iran,Afghanistan,expect,"Finally, Levitte expected the two leaders to 
discuss other pressing subjects including Iran, the Middle East Peace 
Process, Afghanistan and Pakistan, Yemen, Somalia, the Sahel, Russia, 
China, Turkey, climate change, and the financial situation of several 
European countries; however, he provided no details on those topics.
",positive,89.pdf.txt
Islamic Republic of Iran,Pakistan,expect,"Finally, Levitte expected the two leaders to 
discuss other pressing subjects including Iran, the Middle East Peace 
Process, Afghanistan and Pakistan, Yemen, Somalia, the Sahel, Russia, 
China, Turkey, climate change, and the financial situation of several 
European countries; however, he provided no details on those topics.
",positive,89.pdf.txt
Islamic Republic of Iran,Yemen,expect,"Finally, Levitte expected the two leaders to 
discuss other pressing subjects including Iran, the Middle East Peace 
Process, Afghanistan and Pakistan, Yemen, Somalia, the Sahel, Russia, 
China, Turkey, climate change, and the financial situation of several 
European countries; however, he provided no details on those topics.
",positive,89.pdf.txt
Islamic Republic of Iran,Somalia,expect,"Finally, Levitte expected the two leaders to 
discuss other pressing subjects including Iran, the Middle East Peace 
Process, Afghanistan and Pakistan, Yemen, Somalia, the Sahel, Russia, 
China, Turkey, climate change, and the financial situation of several 
European countries; however, he provided no details on those topics.
",positive,89.pdf.txt
Islamic Republic of Iran,Sahel,expect,"Finally, Levitte expected the two leaders to 
discuss other pressing subjects including Iran, the Middle East Peace 
Process, Afghanistan and Pakistan, Yemen, Somalia, the Sahel, Russia, 
China, Turkey, climate change, and the financial situation of several 
European countries; however, he provided no details on those topics.
",positive,89.pdf.txt
Islamic Republic of Iran,Russian Federation,expect,"Finally, Levitte expected the two leaders to 
discuss other pressing subjects including Iran, the Middle East Peace 
Process, Afghanistan and Pakistan, Yemen, Somalia, the Sahel, Russia, 
China, Turkey, climate change, and the financial situation of several 
European countries; however, he provided no details on those topics.
",positive,89.pdf.txt
Islamic Republic of Iran,China,expect,"Finally, Levitte expected the two leaders to 
discuss other pressing subjects including Iran, the Middle East Peace 
Process, Afghanistan and Pakistan, Yemen, Somalia, the Sahel, Russia, 
China, Turkey, climate change, and the financial situation of several 
European countries; however, he provided no details on those topics.
",positive,89.pdf.txt
Islamic Republic of Iran,Turkey,expect,"Finally, Levitte expected the two leaders to 
discuss other pressing subjects including Iran, the Middle East Peace 
Process, Afghanistan and Pakistan, Yemen, Somalia, the Sahel, Russia, 
China, Turkey, climate change, and the financial situation of several 
European countries; however, he provided no details on those topics.
",positive,89.pdf.txt
Afghanistan,Pakistan,expect,"Finally, Levitte expected the two leaders to 
discuss other pressing subjects including Iran, the Middle East Peace 
Process, Afghanistan and Pakistan, Yemen, Somalia, the Sahel, Russia, 
China, Turkey, climate change, and the financial situation of several 
European countries; however, he provided no details on those topics.
",positive,89.pdf.txt
Afghanistan,Yemen,expect,"Finally, Levitte expected the two leaders to 
discuss other pressing subjects including Iran, the Middle East Peace 
Process, Afghanistan and Pakistan, Yemen, Somalia, the Sahel, Russia, 
China, Turkey, climate change, and the financial situation of several 
European countries; however, he provided no details on those topics.
",positive,89.pdf.txt
Afghanistan,Somalia,expect,"Finally, Levitte expected the two leaders to 
discuss other pressing subjects including Iran, the Middle East Peace 
Process, Afghanistan and Pakistan, Yemen, Somalia, the Sahel, Russia, 
China, Turkey, climate change, and the financial situation of several 
European countries; however, he provided no details on those topics.
",positive,89.pdf.txt
Afghanistan,Sahel,expect,"Finally, Levitte expected the two leaders to 
discuss other pressing subjects including Iran, the Middle East Peace 
Process, Afghanistan and Pakistan, Yemen, Somalia, the Sahel, Russia, 
China, Turkey, climate change, and the financial situation of several 
European countries; however, he provided no details on those topics.
",positive,89.pdf.txt
Afghanistan,Russian Federation,expect,"Finally, Levitte expected the two leaders to 
discuss other pressing subjects including Iran, the Middle East Peace 
Process, Afghanistan and Pakistan, Yemen, Somalia, the Sahel, Russia, 
China, Turkey, climate change, and the financial situation of several 
European countries; however, he provided no details on those topics.
",positive,89.pdf.txt
Afghanistan,China,expect,"Finally, Levitte expected the two leaders to 
discuss other pressing subjects including Iran, the Middle East Peace 
Process, Afghanistan and Pakistan, Yemen, Somalia, the Sahel, Russia, 
China, Turkey, climate change, and the financial situation of several 
European countries; however, he provided no details on those topics.
",positive,89.pdf.txt
Afghanistan,Turkey,expect,"Finally, Levitte expected the two leaders to 
discuss other pressing subjects including Iran, the Middle East Peace 
Process, Afghanistan and Pakistan, Yemen, Somalia, the Sahel, Russia, 
China, Turkey, climate change, and the financial situation of several 
European countries; however, he provided no details on those topics.
",positive,89.pdf.txt
Pakistan,Yemen,expect,"Finally, Levitte expected the two leaders to 
discuss other pressing subjects including Iran, the Middle East Peace 
Process, Afghanistan and Pakistan, Yemen, Somalia, the Sahel, Russia, 
China, Turkey, climate change, and the financial situation of several 
European countries; however, he provided no details on those topics.
",positive,89.pdf.txt
Pakistan,Somalia,expect,"Finally, Levitte expected the two leaders to 
discuss other pressing subjects including Iran, the Middle East Peace 
Process, Afghanistan and Pakistan, Yemen, Somalia, the Sahel, Russia, 
China, Turkey, climate change, and the financial situation of several 
European countries; however, he provided no details on those topics.
",positive,89.pdf.txt
Pakistan,Sahel,expect,"Finally, Levitte expected the two leaders to 
discuss other pressing subjects including Iran, the Middle East Peace 
Process, Afghanistan and Pakistan, Yemen, Somalia, the Sahel, Russia, 
China, Turkey, climate change, and the financial situation of several 
European countries; however, he provided no details on those topics.
",positive,89.pdf.txt
Pakistan,Russian Federation,expect,"Finally, Levitte expected the two leaders to 
discuss other pressing subjects including Iran, the Middle East Peace 
Process, Afghanistan and Pakistan, Yemen, Somalia, the Sahel, Russia, 
China, Turkey, climate change, and the financial situation of several 
European countries; however, he provided no details on those topics.
",positive,89.pdf.txt
Pakistan,China,expect,"Finally, Levitte expected the two leaders to 
discuss other pressing subjects including Iran, the Middle East Peace 
Process, Afghanistan and Pakistan, Yemen, Somalia, the Sahel, Russia, 
China, Turkey, climate change, and the financial situation of several 
European countries; however, he provided no details on those topics.
",positive,89.pdf.txt
Pakistan,Turkey,expect,"Finally, Levitte expected the two leaders to 
discuss other pressing subjects including Iran, the Middle East Peace 
Process, Afghanistan and Pakistan, Yemen, Somalia, the Sahel, Russia, 
China, Turkey, climate change, and the financial situation of several 
European countries; however, he provided no details on those topics.
",positive,89.pdf.txt
Yemen,Somalia,expect,"Finally, Levitte expected the two leaders to 
discuss other pressing subjects including Iran, the Middle East Peace 
Process, Afghanistan and Pakistan, Yemen, Somalia, the Sahel, Russia, 
China, Turkey, climate change, and the financial situation of several 
European countries; however, he provided no details on those topics.
",positive,89.pdf.txt
Yemen,Sahel,expect,"Finally, Levitte expected the two leaders to 
discuss other pressing subjects including Iran, the Middle East Peace 
Process, Afghanistan and Pakistan, Yemen, Somalia, the Sahel, Russia, 
China, Turkey, climate change, and the financial situation of several 
European countries; however, he provided no details on those topics.
",positive,89.pdf.txt
Yemen,Russian Federation,expect,"Finally, Levitte expected the two leaders to 
discuss other pressing subjects including Iran, the Middle East Peace 
Process, Afghanistan and Pakistan, Yemen, Somalia, the Sahel, Russia, 
China, Turkey, climate change, and the financial situation of several 
European countries; however, he provided no details on those topics.
",positive,89.pdf.txt
Yemen,China,expect,"Finally, Levitte expected the two leaders to 
discuss other pressing subjects including Iran, the Middle East Peace 
Process, Afghanistan and Pakistan, Yemen, Somalia, the Sahel, Russia, 
China, Turkey, climate change, and the financial situation of several 
European countries; however, he provided no details on those topics.
",positive,89.pdf.txt
Yemen,Turkey,expect,"Finally, Levitte expected the two leaders to 
discuss other pressing subjects including Iran, the Middle East Peace 
Process, Afghanistan and Pakistan, Yemen, Somalia, the Sahel, Russia, 
China, Turkey, climate change, and the financial situation of several 
European countries; however, he provided no details on those topics.
",positive,89.pdf.txt
Somalia,Sahel,expect,"Finally, Levitte expected the two leaders to 
discuss other pressing subjects including Iran, the Middle East Peace 
Process, Afghanistan and Pakistan, Yemen, Somalia, the Sahel, Russia, 
China, Turkey, climate change, and the financial situation of several 
European countries; however, he provided no details on those topics.
",positive,89.pdf.txt
Somalia,Russian Federation,expect,"Finally, Levitte expected the two leaders to 
discuss other pressing subjects including Iran, the Middle East Peace 
Process, Afghanistan and Pakistan, Yemen, Somalia, the Sahel, Russia, 
China, Turkey, climate change, and the financial situation of several 
European countries; however, he provided no details on those topics.
",positive,89.pdf.txt
Somalia,China,expect,"Finally, Levitte expected the two leaders to 
discuss other pressing subjects including Iran, the Middle East Peace 
Process, Afghanistan and Pakistan, Yemen, Somalia, the Sahel, Russia, 
China, Turkey, climate change, and the financial situation of several 
European countries; however, he provided no details on those topics.
",positive,89.pdf.txt
Somalia,Turkey,expect,"Finally, Levitte expected the two leaders to 
discuss other pressing subjects including Iran, the Middle East Peace 
Process, Afghanistan and Pakistan, Yemen, Somalia, the Sahel, Russia, 
China, Turkey, climate change, and the financial situation of several 
European countries; however, he provided no details on those topics.
",positive,89.pdf.txt
Sahel,Russian Federation,expect,"Finally, Levitte expected the two leaders to 
discuss other pressing subjects including Iran, the Middle East Peace 
Process, Afghanistan and Pakistan, Yemen, Somalia, the Sahel, Russia, 
China, Turkey, climate change, and the financial situation of several 
European countries; however, he provided no details on those topics.
",positive,89.pdf.txt
Sahel,China,expect,"Finally, Levitte expected the two leaders to 
discuss other pressing subjects including Iran, the Middle East Peace 
Process, Afghanistan and Pakistan, Yemen, Somalia, the Sahel, Russia, 
China, Turkey, climate change, and the financial situation of several 
European countries; however, he provided no details on those topics.
",positive,89.pdf.txt
Sahel,Turkey,expect,"Finally, Levitte expected the two leaders to 
discuss other pressing subjects including Iran, the Middle East Peace 
Process, Afghanistan and Pakistan, Yemen, Somalia, the Sahel, Russia, 
China, Turkey, climate change, and the financial situation of several 
European countries; however, he provided no details on those topics.
",positive,89.pdf.txt
Russian Federation,China,expect,"Finally, Levitte expected the two leaders to 
discuss other pressing subjects including Iran, the Middle East Peace 
Process, Afghanistan and Pakistan, Yemen, Somalia, the Sahel, Russia, 
China, Turkey, climate change, and the financial situation of several 
European countries; however, he provided no details on those topics.
",positive,89.pdf.txt
Russian Federation,Turkey,expect,"Finally, Levitte expected the two leaders to 
discuss other pressing subjects including Iran, the Middle East Peace 
Process, Afghanistan and Pakistan, Yemen, Somalia, the Sahel, Russia, 
China, Turkey, climate change, and the financial situation of several 
European countries; however, he provided no details on those topics.
",positive,89.pdf.txt
China,Turkey,expect,"Finally, Levitte expected the two leaders to 
discuss other pressing subjects including Iran, the Middle East Peace 
Process, Afghanistan and Pakistan, Yemen, Somalia, the Sahel, Russia, 
China, Turkey, climate change, and the financial situation of several 
European countries; however, he provided no details on those topics.
",positive,89.pdf.txt
Kosovo,Pristina,conduct,"The Investigation Task Force (ITF) Kosovo conducted an investigation into 
the circumstances surrounding a UNMIK Bank Account opened at a Bank in 
Pristina.",neutral,52.pdf.txt
Kosovo,Kosovo,define,"Regulation No. 1999/1 of 25 July 
1999 on the Authority of the Interim Administration in Kosovo, for the 
purpose of defining the law applicable in Kosovo, the SRSG promulgated that 
the law applicable in Kosovo shall be: 
 
a.",neutral,52.pdf.txt
Kosovo,Kosovo,define,"Regulation No. 1999/1 of 25 July 
1999 on the Authority of the Interim Administration in Kosovo, for the 
purpose of defining the law applicable in Kosovo, the SRSG promulgated that 
the law applicable in Kosovo shall be: 
 
a.",neutral,52.pdf.txt
Kosovo,Kosovo,define,"Regulation No. 1999/1 of 25 July 
1999 on the Authority of the Interim Administration in Kosovo, for the 
purpose of defining the law applicable in Kosovo, the SRSG promulgated that 
the law applicable in Kosovo shall be: 
 
a.",neutral,52.pdf.txt
Kosovo,Kosovo,date,"APPLICABLE TERRITORIAL LAWS AND UNITED NATIONS 
PROCEDURAL RULES 
 
Section 1 of UNMIK Regulation 1999/24 dated 12 December 1999 as amended, 
states that the law applicable in Kosovo shall be: 
a) “The regulations promulgated by the Special Representative of the 
Secretary General (SRSG) and subsidiary instruments issued pursuant to 
those regulations; and  
b) The Law in force in Kosovo on 22 March 1989.” 
 
UN Staff Regulations 1.2 (b) stipulates “Staff members shall uphold the highest 
standards of efficiency, competence and integrity” 
 
Staff Rule 110.1: Misconduct.",positive,31.pdf.txt
Nairobi,Bratislava,report,"The United Nations Office in Nairobi (UNON) reported to ID/OIOS that the United 
Nations Development Programme (UNDP) in Bratislava, Slovakia had made payments to an 
individual based on falsified documents for a total of US$10,079.",positive,21.pdf.txt
Nairobi,Slovakia,report,"The United Nations Office in Nairobi (UNON) reported to ID/OIOS that the United 
Nations Development Programme (UNDP) in Bratislava, Slovakia had made payments to an 
individual based on falsified documents for a total of US$10,079.",positive,21.pdf.txt
Bratislava,Slovakia,report,"The United Nations Office in Nairobi (UNON) reported to ID/OIOS that the United 
Nations Development Programme (UNDP) in Bratislava, Slovakia had made payments to an 
individual based on falsified documents for a total of US$10,079.",positive,21.pdf.txt
Johannesburg,Monrovia,request,"It requested these materials from UNDP 
Bratislava and determined that there were two cash disbursement vouchers which could not be 
reconciled:  two lump sum payments to The Consultant, in the amounts of US$5,814 and 
US$4,265, for travel to Johannesburg and Monrovia to attend Ozone Secretariat conferences in 
August 2002 and September 2002 respectively.   
 
13. 
",positive,21.pdf.txt
Johannesburg,Monrovia,confirm,"Furthermore, UNEP confirmed that there were no meetings in 
Johannesburg and Monrovia in 2002, that The Consultant was not UNEP’s consultant, and that 
payment of lump sums to consultants for travel was irregular in any event.  
 
",negative,21.pdf.txt
Johannesburg,UNEP,confirm,"Furthermore, UNEP confirmed that there were no meetings in 
Johannesburg and Monrovia in 2002, that The Consultant was not UNEP’s consultant, and that 
payment of lump sums to consultants for travel was irregular in any event.  
 
",negative,21.pdf.txt
Monrovia,UNEP,confirm,"Furthermore, UNEP confirmed that there were no meetings in 
Johannesburg and Monrovia in 2002, that The Consultant was not UNEP’s consultant, and that 
payment of lump sums to consultants for travel was irregular in any event.  
 
",negative,21.pdf.txt
Japan,United States,indicate,"The report indicates that the 
National Security Agency knew of the options under consideration within the Ministry for how Japan 
should seek to patch up bilateral relations with the US over a trade dispute concerning the import of US 
cherries.",neutral,108.pdf.txt
Japan,United States,indicate,"The report indicates that the 
National Security Agency knew of the options under consideration within the Ministry for how Japan 
should seek to patch up bilateral relations with the US over a trade dispute concerning the import of US 
cherries.",neutral,108.pdf.txt
United States,United States,indicate,"The report indicates that the 
National Security Agency knew of the options under consideration within the Ministry for how Japan 
should seek to patch up bilateral relations with the US over a trade dispute concerning the import of US 
cherries.",neutral,108.pdf.txt
United States,United States,strive,"Description
Keywords: National Security Agency, NSA, Top Secret, SIGINT, NOFORN,
intelligence, intercept, espionage, United States, USA, Japan, European
Union, EU, Ministry of Agriculture Forestry and Fisheries, MAFF, US
Department of Agriculture, food imports, trade liberalization, agriculture,
inspections, beef, cherries
Restraint: TOP SECRET//COMINT//ORCON/NOFORN
Title: Japanese Strive to Avoid Damage to U.S. Relations Over Cherry
Imports
Date: 2009
Organisation: National Security Agency (NSA)
Author: Summary Services Office
Link: https://wikileaks.org/nsa-japan
Pages: 1

Japanese Strive to Avoid Damage to U.S. Relations Over Cherry Imports 
(TS//SI//OC/NF)
(TS//SI//OC/NF) Officials in the Japanese Ministry of Agriculture, 
Forestry, and Fisheries (MAFF) appeared recently to be seeking ways 
to prevent damage to relations with the U.S. over the ministry's 
decision to delay the importation of U.S.­origin cherries, a decision 
driven by Japanese politicians and growers. ",negative,108.pdf.txt
United States,Japan,strive,"Description
Keywords: National Security Agency, NSA, Top Secret, SIGINT, NOFORN,
intelligence, intercept, espionage, United States, USA, Japan, European
Union, EU, Ministry of Agriculture Forestry and Fisheries, MAFF, US
Department of Agriculture, food imports, trade liberalization, agriculture,
inspections, beef, cherries
Restraint: TOP SECRET//COMINT//ORCON/NOFORN
Title: Japanese Strive to Avoid Damage to U.S. Relations Over Cherry
Imports
Date: 2009
Organisation: National Security Agency (NSA)
Author: Summary Services Office
Link: https://wikileaks.org/nsa-japan
Pages: 1

Japanese Strive to Avoid Damage to U.S. Relations Over Cherry Imports 
(TS//SI//OC/NF)
(TS//SI//OC/NF) Officials in the Japanese Ministry of Agriculture, 
Forestry, and Fisheries (MAFF) appeared recently to be seeking ways 
to prevent damage to relations with the U.S. over the ministry's 
decision to delay the importation of U.S.­origin cherries, a decision 
driven by Japanese politicians and growers. ",negative,108.pdf.txt
United States,United States,strive,"Description
Keywords: National Security Agency, NSA, Top Secret, SIGINT, NOFORN,
intelligence, intercept, espionage, United States, USA, Japan, European
Union, EU, Ministry of Agriculture Forestry and Fisheries, MAFF, US
Department of Agriculture, food imports, trade liberalization, agriculture,
inspections, beef, cherries
Restraint: TOP SECRET//COMINT//ORCON/NOFORN
Title: Japanese Strive to Avoid Damage to U.S. Relations Over Cherry
Imports
Date: 2009
Organisation: National Security Agency (NSA)
Author: Summary Services Office
Link: https://wikileaks.org/nsa-japan
Pages: 1

Japanese Strive to Avoid Damage to U.S. Relations Over Cherry Imports 
(TS//SI//OC/NF)
(TS//SI//OC/NF) Officials in the Japanese Ministry of Agriculture, 
Forestry, and Fisheries (MAFF) appeared recently to be seeking ways 
to prevent damage to relations with the U.S. over the ministry's 
decision to delay the importation of U.S.­origin cherries, a decision 
driven by Japanese politicians and growers. ",negative,108.pdf.txt
